Zona,Nome,Domicílios,Famílias,População,Matrículas Escolares,Empregos,Automóveis Particulares,Viagens Produzidas,Viagens Atraidas,Área (ha)
182,Ponte Rasa,15498.999999999998,15498.999999999998,46946.00796838696,9526.12137342207,17054.085472615974,11944.582061241896,63922.05697961908,65454.11512454486,365.36
183,Burgo Paulista,13918.000000000011,13918.000000000011,43658.998736844194,12608.023792776019,7808.231380746192,8787.200753622106,68114.70337757279,67707.39856297024,291.63
184,Limoeiro,7929.000000000007,8241.116129032265,24723.99697529832,2912.422737593737,4976.8829675814395,4528.224217745892,42955.232990791475,42912.17600061641,143.33
185,Laranja da China,9672.000000000005,9672.000000000005,29128.992433769316,4836.380074525707,5015.315417047434,4831.102281947265,29802.257798365903,29892.003577390577,131.72
186,Pedro José Nunes,3860,4195.459523809524,11746.9985937508,2425.7878226155262,2653.808416473284,2729.7560370030246,17713.840363580082,17385.28561592868,86.18
187,Parque Cruzeiro do Sul,15290.000000000004,15290.000000000004,48263.01045780604,8886.90606967955,9958.575903502508,6777.380531102859,62944.19016594152,63153.21539287208,249.91
188,Vila Jacuí,10432.000000000002,10432.000000000002,31081.991824268865,30033.89184791247,8299.011887818422,6965.054826729713,76949.66754115978,77159.66553598097,211.87
189,Parada XV,16043.99999999999,16043.99999999999,48724.999578934105,13113.577689613712,10694.167444717199,8411.300720708248,90505.14320899746,91951.11665006561,324.46
190,Itaquera,10819.999999999989,10819.999999999989,33747.9980911293,13849.791753526712,15389.536518258727,8098.5346140169695,84630.6393851286,83666.52646734403,283.17
191,Arena Corinthians,0,0,0,3029.5201188222,8686.799327600094,0,28461.51347788678,28375.378240323145,140.29
192,Vila Campanela,11981.999999999993,12490.52777777777,38952.99431770036,7252.6121783114595,9378.095773971727,9073.930262376025,51718.49594186847,51556.57017378273,230.53
193,Araucárias,7568.000000000001,7786.190476190478,25664.998603004682,3254.5222477453617,6585.4924281741605,3584.4549323752767,37255.14004856588,37255.14004856589,129.58
194,Parque Guarani,7687.000000000005,7687.000000000005,25845.00017850923,7582.048654033887,4852.3471260368515,3777.4831232641063,33941.88811838457,34318.10612708551,126.45
195,Rio Verde,12109.000000000007,12109.000000000007,37046.99402902401,6147.5913468904455,6255.204494644313,6686.752388742667,48318.10533072753,48275.36790031926,238.76
196,Saudade,11086.999999999998,11194.454545454544,35989.991707434936,7915.479690262595,8339.270208236747,4584.398691934334,50955.86870243478,50650.23283720851,207.28
197,São Miguel Paulista,7580.000000000001,7685.750000000001,24124.002782009567,8537.68276163278,7763.028662522964,4275.7502756601725,50241.60537768136,49809.73080354586,302.65
198,Cidade Nitro-Operária,9488.99999999999,9488.99999999999,29484.991985147637,11233.5005451704,23933.657112375513,5556.98736374104,101521.62362063873,101799.49753230979,357.92
199,Jardim Helena,30922.000000000033,31605.17241379314,101749.96576047984,22635.743422579853,20669.270874913815,20325.682734233076,165444.27999072877,163571.273872829,684.67
200,Jardim Romano,10206.000000000015,10401.969230769246,33295.993276098154,5687.151835621125,9162.415257151957,6294.831267624867,52723.099793626316,52681.62450680979,230.77
201,Vila Curuçá,23993.99999999998,23993.99999999998,74667.00524720832,23127.231730877716,16619.366753708095,11507.252528258763,139755.80908502697,140875.96649312976,503.17
202,Jardim Robru,24524,24524,77629.99295563505,16090.151868189098,11470.875419300877,14011.344886091796,95190.14316530869,94265.89648231254,449.19
203,Lageado,17864.999999999978,18029.185185185164,57057.01263984321,10532.069752075353,8839.779348888504,8381.410922213474,70238.1520585468,69978.86643692957,276.95
204,Fábrica Bandeirantes,35693.999999999985,36109.89654092729,115078.98846072066,25582.957261127092,22880.387855730718,15965.064226293523,168826.83853062065,167121.50582055864,615.33
205,Fazenda Itaim,33135.000000000015,33483.968750000015,107393.01830964714,19520.318465786753,22273.459579216786,16982.063926379324,146698.48033820826,146131.60367383732,462.24
206,Itaim Paulista,15181.00000000001,15181.00000000001,45914.996114050235,15803.597437413868,15898.464783403926,5533.411205607397,101484.03841645375,101053.7478450673,302.19
207,Jardim das Oliveiras,24675.000000000022,24675.000000000022,79026.0110464688,16946.307330605727,16008.001167161918,11138.418562211275,130680.12005304663,130222.6343483478,460.11
208,Vila Califórnia,14706.000000000011,14706.000000000011,42519.00342520006,9757.638853194794,28841.542689267255,11270.316566200881,99971.81068768981,100491.60317457042,340.04
209,Vila Carrão,14211,14211,42191.99720610596,9824.423897302817,12920.238040879722,12758.011787908674,81108.5418224897,80742.58209882789,440.28
210,Jardim Anália Franco,11186.000000000004,11186.000000000004,32170.002096943856,20399.728575492867,20561.46459826781,10226.499316515014,92162.49883878964,94631.00969856624,334.04
211,Vila Formosa,20725.999999999996,20725.999999999996,62161.98807099632,4729.006223365736,20495.83442976031,14894.007414272786,110104.32143225233,111366.74400287839,417.48
212,Barreira Grande,13676.000000000005,13676.000000000005,42022.00027430672,8950.87107352624,8749.523413226245,4771.604698594757,54319.77456940986,54432.56988976538,280.1
213,Aricanduva,14588.999999999989,14588.999999999989,44557.98886004235,10421.810838056299,21845.28590449146,11264.763162584813,86223.4495939773,86003.08011920522,406.17
214,Frei Mont'Alverne,8763.999999999996,8763.999999999996,26031.99666420712,12108.541587376047,12389.994399524017,4738.5389874043485,51074.09292739007,52448.01787585541,225.2
215,Vila Matilde,13295.000000000004,13295.000000000004,39194.99405000675,8214.21641725938,18172.028187242147,7490.4728041972885,73481.58737119062,74385.38343604379,330.17
216,Cidade Patriarca,13478.000000000013,13478.000000000013,40287.99751818727,11045.472035441155,12417.294214745172,7203.025893784388,69576.06332940393,70142.53653198213,336.5
217,Cidade A.E.Carvalho,11041.999999999995,11290.87096774193,33081.004326722235,7915.830372644721,10831.970569391899,7415.192254767187,64014.30742877915,64450.70906371252,265.77
218,Artur Alvim,23555.99999999998,23555.99999999998,68333.99518199332,14861.180681300251,18623.58207745574,12883.352174871032,135556.8158263361,135388.75424676624,387.27
219,Cidade Líder,17615.00000000002,17615.00000000002,54475.00163153664,8180.723143139615,17175.433197943566,10041.37174596031,92557.73307141381,92677.20897871154,347.51
220,Santa Marcelina,11000.999999999996,11727.499999999996,34510.00055669608,7238.069834596148,10732.22058879136,9289.82764161543,63230.281083006405,63154.346582754224,265.94
221,Parque Savoy,14154,14154,44415.99411954153,10126.398179184982,17768.702252835228,10192.42893643569,89533.2659329903,90184.37210468082,444.75
222,Vila Carmosina,14493.000000000011,15229.038461538474,44511.99436451612,8773.560528439099,16763.821486658875,12347.11172285083,78105.12137880095,78806.68196453365,343.76
223,Fazenda Caguaçu,8356,8356,26491.99470008861,3371.37212977558,10751.596154839874,5114.198308230558,42055.80943056013,41062.238603405836,439.53
224,Parque do Carmo,0,0,0,4257.455473720289,1818.1168354580466,0,12671.765735156312,12683.061208413343,777.43
225,Gleba do Pêssego,10178.000000000015,10178.000000000015,31818.00085338425,6822.075748837758,11991.117759592093,6039.228806832611,52437.95162488319,52215.24543757312,1028.47
226,José Bonifácio,34499.00000000005,34499.00000000005,102278.01508701866,26113.67869701763,20670.38697976469,18485.064602813145,175800.20433869702,175398.26836538417,416.53
227,Guaianases,20519.000000000004,20519.000000000004,63968.993828871855,15098.35113065427,15793.428496975841,11502.10999600545,91367.15146090499,91147.9321235957,472.34
228,Juscelino Kubitschek,14012.000000000007,14153.705882352948,44320.01546736233,8074.096214619109,8813.980760590603,5364.710090752935,59400.32128238564,60518.47431676783,418.82
229,Cidade Tiradentes,48216.999999999935,48531.38823529405,152865.9965360326,39970.88290082907,31892.831046687228,17540.608648586935,245669.1683755722,246268.59979090476,953.59
230,Santa Etelvina,25064.999999999996,25718.850000000002,77122.0184909769,23503.24746912679,13952.195845068947,10108.797502231662,121193.57731642568,119150.912750623,541.3
231,Terceira Divisão,10869.000000000004,10869.000000000004,35298.00187008566,6105.10305420396,8257.779227062634,5880.556200949217,50015.80096333785,49474.41670557865,1130.9
232,Iguatemi,13059.000000000005,13059.000000000005,42214.005071272746,13530.500843907266,9555.809968089045,7738.754510969617,74968.7460183127,75001.95569442998,503.81
233,Sítio Carrãozinho,20822.999999999996,20822.999999999996,67261.01175660256,13232.119545030337,16657.096228779803,9993.730288846662,94448.67457827201,94544.06643128065,323.28
234,Parque São Rafael,21512.000000000007,21512.000000000007,70825.99380669465,15195.478049678939,17140.274857639473,7552.890058893568,105668.79484793168,105362.96859546757,736.99
235,Rodolfo Pirani,27246.000000000004,27246.000000000004,85409.01572859107,10108.63495898565,23822.639115907063,18274.92415606526,101224.93189065426,101099.58948509005,566.04
236,Ipiranga,4706.999999999998,4706.999999999998,12057.000712042362,5438.686376428244,10920.537474529181,3845.7431824160394,42348.240371324886,42468.782142895216,91.94
237,Sacomã,3077.999999999993,3077.999999999993,8174.999367899505,1103.8381899373805,11761.457971758082,2142.5872558077363,48079.67818893789,47303.72354770207,90.34
238,Alto do Ipiranga,6986.999999999999,6986.999999999999,19260.003729836975,3208.8838818866016,11312.616091726217,4666.315010417191,43595.586118197294,43749.156039409754,160.81
239,Vila São José,5668,5668,15480.000766874988,16018.854920956477,17557.21730110376,4734.752053038493,80949.06639433958,81207.46581074772,177.55
240,Vila Monumento,7240.000000000007,7240.000000000007,19388.996314479682,4597.27739347257,19036.83159103749,6188.567328187759,55955.036333912045,56191.274342719364,165.19
241,Vila Independência,3516.000000000002,3516.000000000002,9671.99748587582,1875.0872537272317,12369.499776769866,2221.5269107329727,30083.123342436495,29567.796214623355,170.22
242,Vila Carioca,8704.999999999998,8704.999999999998,27111.994529978314,1670.39731718108,12534.521914123794,3446.9890732104045,52619.52621739953,52062.889889178114,249.11
243,Moinho Velho,16838.000000000007,16838.000000000007,44779.00483238641,16802.26408286763,20212.529873612024,11320.43729419669,93673.63207422059,93648.77813016187,347.41
244,Vila Heliópolis,20262.000000000022,22131.120000000024,62303.99495645716,3408.0053235741234,10432.629297185596,9931.710796431813,111032.07516545276,110313.4319588586,232.81
245,São João Clímaco,8652.00000000001,8652.00000000001,24591.003958895642,1694.3673749559168,6730.647065558083,4887.370728443385,32795.786942948725,33127.83614788903,198.15
246,Anchieta,10426.000000000004,10426.000000000004,29972.998843709993,13016.822079678705,7198.7983666749205,7879.873719047858,46890.387210197776,46925.07315295564,217.08
247,Vila das Mercês,33837.99999999998,33837.99999999998,98763.00892320919,17109.36341457109,21050.826957663525,19619.186544204753,199360.64433914152,200303.9534982093,468.94
248,Parque do Estado,0,0,0,0,2132.409750044235,0,5982.59526618675,5982.595266186752,445.41
249,Água Funda,15186.000000000002,15186.000000000002,46815.00929741843,4703.8035674855255,14681.275060920387,8359.261877683559,64729.00064980941,64765.96004521439,276.3
250,Jardim da Saúde,6759.000000000001,6759.000000000001,19178.998934684612,3401.6430120429586,13100.676419792524,5773.98106208342,46419.06015040781,46380.70465504195,182.94
251,Vila Gumercindo,9141.99999999999,9141.99999999999,24384.003005136397,7736.243354075063,11652.594777951923,7615.310374116482,38477.953203582474,39432.747335386885,137.19
252,Jardim Previdência,7597.999999999998,7597.999999999998,22488.998601244686,3832.2724327540946,11660.51968509404,5223.367927065687,44948.30597653643,44590.77645731539,165.81
253,Tamanduateí,1562.0000000000025,1562.0000000000025,5067.999253211626,226.81071728651904,6954.613405761869,574.4538545066197,13221.330538629029,13139.229703527726,112.99
254,Orfanato,12251.999999999996,12251.999999999996,34074.005262820254,26826.11180702642,22116.953066547423,10149.680730420996,105170.15881999805,105743.64893583208,354.26
255,Vila Zelina,22918.999999999996,22918.999999999996,65500.991728306566,12827.281183862458,21019.888619734407,20962.981418058538,129760.1860462839,129207.7994836439,492.94
256,Linhas Corrente,10271.999999999995,10271.999999999995,29469.001432401685,4468.802356776639,9469.052712984716,7053.237562789117,43340.15632703791,42531.430337122794,251.81
257,Vila Ema,15148.999999999996,15148.999999999996,44119.99051856142,6081.197433678514,8153.053250016916,9654.813203163705,60172.957208407315,60096.21721565283,267.22
258,Parque São Lucas,23421,23988.249999999996,69364.9920247584,10680.367763061626,15985.839128235111,15627.986191789185,94559.25071382093,94002.5397626835,449.68
259,Vila Cardoso Franco,12350.999999999995,12350.999999999995,37944.00026883108,4460.793145284557,10757.527891642001,7650.18823221444,48732.32763035565,48580.13329547141,163.88
260,Parque Santa Madalena,14947.999999999989,14947.999999999989,46025.001316165195,6143.678508545707,8903.166485889356,6652.92879364556,56969.34330851484,56644.97523819274,204.85
261,Jardim Colorado,18514.000000000004,18514.000000000004,56315.997795564166,7099.8558315911105,12018.352670087834,13441.46461225859,84469.98040434992,84448.73059415558,320.26
262,Teotônio Vilela,27256.000000000025,27256.000000000025,85182.01768166157,10305.779101737819,19291.86999317959,12784.99835007437,114372.12425124632,114352.43105901673,346.33
263,Fazenda da Juta,19765.99999999999,19765.99999999999,63211.99272731595,14589.481562642504,15372.029166427692,11386.626858365255,116249.12269359756,115682.0487670713,329.57
264,São Mateus,21427.999999999978,21902.05714285712,66947.98916426845,9920.653849084549,21737.654556203393,15695.279294121021,108178.43909937171,109373.47176661783,427.59
265,Cidade IV Centenário,14387.999999999996,14387.999999999996,44246.99427682174,17993.925563322933,15856.38421838588,8886.468403488645,99936.75910829581,100188.49838828004,332.58
266,Rio Claro,6094,6094,18759.002834273764,4008.309017540297,6404.729614614975,2255.7625163858593,22128.61639029053,21985.711866912294,218.36
267,Cidade Satélite,8159.000000000003,8159.000000000003,25209.002061029565,9538.708501536354,10249.525655779484,5456.59958827786,54660.32384513275,54844.4374515868,300.48
268,Joaquim Nabuco,4975.999999999996,5001.596233187416,13975.000090194797,2802.8910810532043,11066.76562781749,5223.884092367986,39785.09040156588,39784.75577814798,198.44
269,Vieira de Moraes,8525.99999999999,8525.99999999999,21459.00381851284,2470.315425065308,18353.620771327118,10426.09819974877,67022.40650408958,66337.41684009104,171.28
270,Campo Belo,3667.999999999995,3667.999999999995,9293.999967950876,1754.991251190204,9811.864986040364,4139.203480642598,27523.780523815036,27473.23461372505,138.57
271,Congonhas,0,0,0,138.90115885714312,13426.09492838278,0,22796.37466768075,22402.491993183765,179.42
272,Jardim Aeroporto,7133.999999999986,7133.999999999986,19506.002578471416,3554.4632880004283,13027.78742484282,5875.3264345972475,41279.777020638474,41859.48540084969,198.55
273,Vila Santa Catarina,21765.999999999985,21765.999999999985,61475.98522913348,7720.107525368336,27077.651111723248,16786.375510126454,118440.51677334621,119858.51182742217,325.71
274,Jabaquara,13238,13238,35825.99750386914,11566.632080650172,34389.340277103445,12528.663537144728,135925.54264603855,134492.35429824807,288.72
275,Cidade Vargas,14450.000000000011,14450.000000000011,38239.00006559921,12671.224385048028,24387.75279330611,11997.314282543846,113179.11471696066,112411.53430659544,347.45
276,Jardim Bom Clima,29889.000000000022,30452.86206896554,92604.98597893618,12335.018057981855,23391.12917045189,19580.713194088217,159941.97820341535,160340.66499409312,445.92
277,Cupecê,20572.999999999996,20784.566666666662,59452.001404345654,18696.995322704326,26289.346695930733,18642.13820013503,124162.00444748235,124376.18639251954,416.89
278,Jardim Miriam,44812.99999999998,44992.7424242424,138838.985911356,22532.12887431503,21666.367491181565,19501.56869570682,209677.86628572558,209824.24249941623,513.94
279,Vila Missionária,26668.999999999975,27459.57894736839,83502.008022913,8625.727405108992,17838.982108684628,7935.7998527471445,102021.33632298322,101767.87080752071,295.4
280,Jurubatuba,7300,7300,20114.00218777838,11244.600169244284,28167.463318355334,6565.001130966831,78494.53806001955,78828.66405180647,482.59
281,Vila São Pedro,14777.000000000011,14959.800000000012,41021.9945875476,9524.026720311645,19470.33464481257,15749.967145872259,85019.2551082388,85231.94656299266,312.58
282,Campo Grande,11639.000000000016,11749.483870967759,33789.993982929824,10041.4470937668,22802.499104992472,9296.213138753674,86888.27243386618,86725.04915674501,272.36
283,Vila Sabará,3847.000000000003,3847.000000000003,10684.002558551514,673.2968253810271,3689.087441856601,2839.983339808303,19202.324676338212,19204.27931719732,234.56
284,Mar Paulista,16660,16660,51001.00151462102,14010.631315144668,13016.850161142413,9405.10958735713,81973.85364864011,82308.08881714565,548.66
285,Pedreira,34130.99999999997,34130.99999999997,106279.9718962789,19408.80987841604,27385.85342970601,12169.6595152187,169615.08566572488,170040.70414263732,1302.69
286,Vila Socorro,3296,3352.75,9119.002014574866,4957.294017848219,19341.178702421854,2166.5983989389356,50861.092660164926,50509.300118894316,293.26
287,Parque Interlagos,9172.000000000005,9356.84582483812,27277.00431972882,7656.897452449201,14731.781504007029,8769.888343113353,70743.16769258914,69619.12357721149,935.66
288,Jardim Represa,7074.000000000001,7074.000000000001,21829.99834602735,13029.909182057945,8849.84574496283,2541.4075425623373,49834.73912921763,50035.15387445497,783.73
289,Rio Bonito,15255.000000000002,15255.000000000002,47548.999524398605,12315.24602651234,21065.277992588108,10137.279836298727,94814.32098299086,95684.8119402854,495.82
290,SESC Interlagos,17282.999999999996,17282.999999999996,56064.99259928695,8959.468809625363,9715.38561163798,7440.140257541114,89884.53850559147,90077.49516442248,736.48
291,Jardim Presidente,24258.999999999993,24258.999999999993,75809.01506450097,20927.81180701479,18070.319455687604,16337.779137673399,133198.87529012412,132646.49178475502,762.54
292,Vila Natal,20493,20493,65632.98832708102,13900.316350407978,10646.93671057158,9125.629615244945,100459.62720057889,98254.95470753915,415.09
293,Grajaú,27743.999999999993,28086.294117647052,86030.99799592966,20205.965057504112,27179.43917341134,16368.7056800848,146102.52713546393,145393.07839935424,540.7
294,Cocaia,35333.00000000003,35333.00000000003,113477.01423692828,27665.95803079791,15059.816619466763,8700.124134263835,170092.04383045962,170081.01655972633,1093.33
295,Belmira Marin,35636,36044.47398795765,114179.98980062548,26971.505521896266,19584.52778993458,22070.414011265806,169462.4039659955,169378.80826747717,1236.83
296,Bororé,1285,1285,4147.999650433871,2107.427058344959,1597.4227589469851,253.896917726785,9045.174517276391,8972.79399144367,5992.56
297,Jaceguava,950.9999999999998,950.9999999999998,2907.000257219746,357.263886543739,798.4995280074658,1150.044798995478,4098.302484538753,4332.822612723788,3512.69
298,Parelheiros,44912.99999999997,45386.49999999997,145648.01433952167,42620.897819429534,27668.109345007266,16042.92605373831,220423.5254157594,220189.6798565069,11667.08
299,Marsilac,2621.000000000001,2621.000000000001,8362.997851968083,882.1652586070061,2185.8268341156904,1671.729604696709,10429.004548485444,10130.776961909918,20795.96
300,Granja Julieta,13227.000000000011,13439.083333333345,34905.01093132669,35867.047504069786,101042.41023344957,14756.668030254505,268797.5301462668,270426.6388044582,616.88
301,Chácara Flora,4265.999999999996,4265.999999999996,12483.002002620315,4648.408933590283,18233.68620571442,6047.954658880114,50386.348527018075,49919.307160024495,452.25
302,Santo Amaro,5985.000000000004,5985.000000000004,16387.000627517817,19234.313580313225,29701.510452954095,6176.422575529801,119537.64871092612,120131.93609752515,257.11
303,Vila Miranda,3681.0000000000095,3681.0000000000095,10324.99877628607,50941.63057544033,28696.863681253002,2825.344725840247,131371.69933146067,131885.7008940321,271.15
304,Jardim São Luís,26275.99999999999,26275.99999999999,78637.99479590436,23330.62178751958,34830.15943037928,14886.334732196245,162940.26365582782,164566.50679718697,408.45
305,Centro Empresarial,42922.00000000007,44025.751591945635,127291.01084256705,30106.651677558824,26282.66420935611,20784.30519372139,207591.91331945453,206277.1029116315,675.29
306,Guarapiranga,27655.000000000025,28410.13636363639,82208.98064306137,12492.324304527883,19287.719248642763,8033.092357623629,100713.44344315371,100780.97686676877,1513.25
307,Jardim Capela,32818.99999999995,32818.99999999995,104416.02239855094,19845.843518867263,24146.185581707243,20550.20885141726,146468.06879207937,145934.78853537192,2022.05
308,Riviera,13756.00000000001,13756.00000000001,41879.00984774493,16544.71040198334,8285.019594276773,1694.3449628300489,60820.08441497569,61416.44131838995,798.79
309,Jardim Turquesa,21402.999999999985,21551.334573019012,65731.99390075126,11781.161036652475,12416.514393170879,10542.344530984454,78439.7693894431,78525.74770898954,282.87
310,Morro do Índio,9522.99999999999,9522.99999999999,28294.996368029548,4385.251097621304,8289.709082576659,2458.8837613304995,28732.672882521772,29144.243055883104,114.64
311,Jardim Ângela,29657.99999999996,29657.99999999996,88536.00234924183,24465.72478719383,16564.500421512163,11419.25786174607,150205.84460089763,152762.072088274,463.77
312,Capão Redondo,13117.999999999993,13117.999999999993,38306.894399349556,19056.181918184433,14727.805449793592,9330.858956895974,93983.18139190997,93332.05452689418,219.39
313,Jardim Sônia Ingá,8079.999999999995,8079.999999999995,24266.004712796053,8776.252190404817,5066.691246207987,4559.7130098008965,45306.820099070836,45544.427508344525,105.38
314,Adventista,34690.00000000002,34690.00000000002,105255.0157758785,34577.03736259199,27776.588860451637,12616.5965273434,186306.31669082728,186290.4474847175,545.26
315,Parque Fernanda,39698.99999999998,39864.01371336123,122442.02478569183,21275.265024166707,31102.209620374433,14758.458699220777,175071.62549073555,174826.74204575396,512.27
316,Morumbi,5710.999999999992,5710.999999999992,15559.999222195846,5526.560415329183,13917.727142226373,7731.635307800481,47000.96606749288,47728.62756738235,271.46
317,Jóquei Clube,1305.9999999999995,1327.9495798319322,4306.000823756481,1076.522101717137,7717.798752986517,2234.4120932446353,18368.34115169842,17371.895649165835,333.24
318,Fazenda Morumbi,7596.999999999985,7596.999999999985,22907.99558485947,2224.4206672232294,13046.361674822543,5236.827362110951,47831.26359098174,48145.942775534124,320.73
319,Real Parque,3035.999999999993,3035.999999999993,9014.998655265765,5350.687339842704,20403.638981114083,3689.969580534816,39853.19170770098,40060.77758025433,223.42
320,Paraisópolis,24783.99999999994,24783.99999999994,73860.99326419663,12443.949180327098,12102.278318761077,7876.239048185932,100266.0933790566,99947.95462569782,361.95
321,Jardim Vitória Régia,15862.000000000015,15862.000000000015,42795.00432633777,8125.138552948058,23344.732610358424,24226.3728231146,100031.38678958933,99828.05144783744,370.18
322,Vila Suzana,14938.000000000013,14938.000000000013,39439.99340411334,8489.50888590673,20774.76598992285,17032.462434457186,83449.22758974528,82279.154635261,300.5
323,Parque Arariba,21064.99999999998,21611.565217391286,62710.013586324196,12215.248331946133,10987.953748506961,14417.422339233732,96393.66984099206,96127.7839645409,346.59
324,Jardim Mitsutani,23063.000000000004,23063.000000000004,71350.98808701911,17782.995898624613,22540.017427322582,8929.035496109595,97554.3488980493,97998.32426245938,349.31
325,Pirajussara,13084.99999999999,13514.237037037028,40056.98999736756,17380.65161500835,11288.827415076119,7520.358563913798,87923.03189700554,88567.32784849305,270.05
326,Jardim Umarizal,16959.999999999996,16959.999999999996,51055.012310592276,9379.812320254237,11396.412710736558,9723.762379238919,65953.58085536203,64075.69100373192,294.91
327,Portal do Morumbi,6587.99999999997,6587.99999999997,19722.997556677674,1141.2959802888631,6534.803166633246,8047.867283222413,31616.161392904447,31759.80660814682,151.43
328,Jardim Jussara,8183.000000000004,8183.000000000004,22657.003689437734,6690.012116257289,15235.333097574141,10664.43392432623,51626.92253596578,53169.39471540955,231.55
329,Vila Sônia,11903.000000000044,11903.000000000044,34405.99924707997,8788.182963628838,21336.372996887727,10781.302019163591,89905.64649419815,90098.07924514354,348.44
330,Jardim Maria do Carmo,13529.000000000022,13529.000000000022,42282.0040766937,4377.103584380373,13889.184177398369,9584.990820321524,63434.40405569775,63833.01872134961,277.55
331,Jardim Cambará,13529.00000000001,13529.00000000001,42177.0082598711,7814.391244302225,13167.353590011377,8960.884464375848,70201.72612116602,70124.87599175193,480.2
332,Jardim João XXIII,13701.999999999995,13882.55555555555,43732.01337606202,13014.728689830874,13303.83389289365,9738.11482295278,81663.19070887363,81805.50131252629,467.65
333,Raposo Tavares,6690.000000000002,6690.000000000002,19964.99916291709,3844.2462956493005,8580.274653739827,4696.570581820764,34489.27940001062,34495.295703352145,271.34
334,Rio Pequeno,12117.000000000007,12117.000000000007,36683.00272237527,8248.522313324669,15380.759551757987,5575.937982356481,68189.39803042272,68377.15792577091,245.75
335,Jardim Ester Yolanda,13398.00000000001,13398.00000000001,40378.00900537174,7018.352530357297,10114.102746422595,9799.46327815163,68772.07047723749,68966.84298936563,264.93
336,Jardim Adalgiza,14942.999999999985,14942.999999999985,45584.99204864147,4162.641263609914,10316.783602317726,10309.980908497188,60761.16043679303,60524.32371870629,467.13
337,Parque Continental,8657.000000000004,8657.000000000004,22536.996525542774,6371.370640533177,15255.373860924214,7464.763449933749,52311.945680789955,52854.46507329874,226.38
338,Jaguaré,10529.00000000001,10529.00000000001,31544.007300404366,6386.671646186809,21706.548053459646,5195.537095017331,71442.70090872515,71115.22125884666,430.44
339,Cidade Universitária,0,0,0,54277.40754356736,26884.725540325988,0,89703.56188502019,89644.87484411671,584.56
340,Butantã,2846.9999999999936,3065.8390243902368,7737.99740805715,1835.7006769840145,13603.161639297186,3095.906283514172,39505.94037100173,39510.39285192412,207.11
341,Jardim Caxingui,3865.9999999999977,3865.9999999999977,10541.000443877321,3725.7110214398663,8790.116093328583,3063.5478934390703,30015.678510620513,29662.44834723675,180.08
342,Jardim Bonfiglioli,12796.999999999989,12796.999999999989,35706.99465643115,5298.417617195355,14867.237706220658,10931.746272662129,69660.20970443019,69709.85599596234,319.97
343,Melhoramentos,1181.0000000000005,1181.0000000000005,3576.9998327967824,97.88446394736843,574.8054194152047,969.3090728520755,3799.4358845814704,3778.5551701329596,2875.06
344,Caieiras,17209.000000000004,17209.000000000004,52689.99634960046,13624.850136777224,28004.635388897277,10599.592868955098,109203.84593627937,109450.34976781087,1990.04
345,Serpa,13002,13002,41145.99298403638,7968.571985078635,9840.428040514145,5771.320026942544,38673.72036508969,38673.720365089684,691.49
346,Santa Inês,0,0,0,0,378.6496233742135,0,124.9083550802389,124.9083550802389,4080.68
347,Cajamar,22993.00000000002,23599.04000000002,69567.01993336272,16610.36642038297,27940.97202645602,19952.955313445767,118232.55164717103,118149.10287520922,4855.8
348,Jordanésia,1656.9999999999995,1700.2666666666662,5011.00153101333,501.25993582182025,2794.561328571336,1415.4113731809914,9149.555539146057,9059.535197981982,8307.85
349,Cristais,0,0,0,0,257.9665313511863,0,292.31016966941223,292.31016966941223,4251.83
350,Baltazar Fidélis,21377,21377,71943.99394096831,11946.838918570431,9827.216547792654,11360.4792584453,64960.94717777579,63964.6039539971,2505.16
351,Franco da Rocha,22743.999999999993,25228.19251336898,75681.00945958901,19214.769667684264,15225.9568257449,13509.69448012869,117117.00901230937,116457.57617551132,1417.58
352,Parque do Juqueri,0,0,0,0,4932.905206807514,0,6832.927789335375,7507.1786068194615,2551.34
353,Palmares,0,0,0,0,476.2325470772809,0,378.79517236044063,378.79517236044063,2721.22
354,Sete Voltas,0,0,0,0,434.72078670769264,0,492.59609863247334,492.59609863247334,560.42
355,Afonso Moreno,19075,19075,58623.995704022265,12867.071688862758,17615.7432163875,10262.217077299041,87803.55688264438,87400.92926927881,744.81
356,Francisco Morato,33387.999999999956,33387.999999999956,105824.02115398989,24730.083704470286,14310.978427534046,11935.666773842113,131633.25032900457,131109.73890975708,1857.33
357,Cascatas,1620.9999999999993,1620.9999999999993,5221.998664139528,823.1186374024373,791.1586637997013,497.52882910894095,4794.242644558704,4778.615380898677,1758.38
358,Mairiporã,13691.99999999999,13691.99999999999,43903.99421256373,8692.229535941802,14358.331450146032,8542.823660197715,55284.88173224435,54688.249635257336,4886.1
359,Paiva Castro,5629.000000000004,5629.000000000004,17804.99539490286,1990.9405609392331,8250.915151072524,3451.786864418163,24556.224884455114,24396.04748371753,6751.3
360,Colinas,5732,5732,18078.00296543605,3169.545953078148,9922.0214638565,3786.0691028208753,27205.175654680283,27358.11180723123,5553.1
361,Pirucaia,4295.000000000002,4295.000000000002,14906.000882739743,2004.7890905585084,4834.8842529383155,2605.9424200866615,16341.429018464196,16565.461559030584,14953.5
362,Guarulhos,5117.0000000000055,5117.0000000000055,13285.000043792876,27709.353676731982,30264.166956989484,4568.746295626549,121603.4276875752,121218.83200467066,164.41
